video no,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,22x,22y,23x,23y,24x,24y,25x,25y,26x,26y,27x,27y,28x,28y,29x,29y,30x,30y,31x,31y,32x,32y,33x,33y,34x,34y,35x,35y,36x,36y,37x,37y,38x,38y,39x,39y,40x,40y,41x,41y,42x,42y,43x,43y,44x,44y,45x,45y,46x,46y,47x,47y,48x,48y,49x,49y,50x,50y,51x,51y,52x,52y,53x,53y,54x,54y,55x,55y,56x,56y,57x,57y,58x,58y,59x,59y,60x,60y,61x,61y,62x,62y,63x,63y,64x,64y,65x,65y,polarity
12,132.296296296,90.7160493827,133.604938272,98.4197530864,135.469135802,105.358024691,137.50617284,112.395061728,141.197530864,119.012345679,146.913580247,123.75308642,152.148148148,126.530864198,156.444444444,128.259259259,162.765432099,128.296296296,169.098765432,126.814814815,173.432098765,124.283950617,178.617283951,120.37037037,184.049382716,114.666666667,186.679012346,106.888888889,187.358024691,99.5925925926,187.691358025,92.2469135802,187.271604938,84.3703703704,136.111111111,77.2469135802,138.518518519,74.2962962963,141.703703704,72.4567901235,146.049382716,72.1604938272,149.938271605,73.2839506173,162.518518519,71.7407407407,166.259259259,69.6790123457,170.888888889,68.9012345679,174.950617284,69.8395061728,178.444444444,72.3950617284,157.061728395,80.024691358,157.209876543,84.1481481481,157.456790123,88.3456790123,158.037037037,93.4567901235,154.135802469,98.5555555556,156.333333333,98.1234567901,158.75308642,98.2469135802,161.345679012,97.4074074074,163.728395062,97.4691358025,141.333333333,83.4320987654,143.283950617,81.3333333333,147.234567901,80.4814814815,151.24691358,82.0,147.75308642,83.5802469136,144.12345679,84.3950617284,163.703703704,80.5061728395,167.283950617,78.1234567901,171.358024691,78.024691358,174.283950617,79.6172839506,171.481481481,81.1604938272,167.481481481,81.2839506173,149.950617284,109.543209877,153.641975309,106.111111111,156.604938272,104.135802469,159.456790123,104.24691358,162.148148148,103.592592593,165.777777778,104.740740741,170.777777778,107.024691358,166.111111111,109.839506173,163.567901235,110.641975309,160.185185185,111.185185185,156.901234568,111.345679012,154.481481481,111.148148148,156.827160494,107.320987654,159.728395062,107.024691358,162.888888889,106.666666667,162.987654321,107.24691358,159.87654321,107.827160494,156.827160494,108.0,-1.0
12,131.375,89.6666666667,132.625,96.9166666667,134.5,103.583333333,136.375,109.916666667,139.75,115.166666667,145.25,119.125,150.583333333,121.083333333,154.791666667,122.416666667,161.125,122.458333333,167.458333333,121.25,171.75,119.333333333,177.041666667,116.333333333,182.25,111.541666667,184.875,105.0,185.666666667,98.2083333333,185.916666667,91.25,185.75,83.875,135.708333333,73.875,138.0,70.5416666667,141.25,68.5833333333,145.666666667,68.0,149.583333333,69.0833333333,161.833333333,67.5833333333,165.708333333,65.8333333333,170.291666667,65.3333333333,174.25,66.7916666667,177.75,69.7083333333,156.541666667,75.0416666667,156.708333333,78.7083333333,156.916666667,82.0833333333,157.291666667,86.9583333333,153.375,93.0833333333,155.416666667,92.2083333333,157.875,92.25,160.291666667,91.75,162.458333333,92.0833333333,140.833333333,79.6666666667,142.791666667,77.375,146.625,76.4166666667,150.5,78.0833333333,147.0,79.5,143.291666667,80.375,162.958333333,76.875,166.416666667,74.1666666667,170.541666667,74.2916666667,173.291666667,76.25,170.666666667,77.375,166.75,77.375,149.041666667,104.333333333,152.75,100.208333333,155.541666667,98.125,158.416666667,98.2083333333,161.166666667,97.625,164.458333333,99.2083333333,169.208333333,102.083333333,164.75,104.083333333,162.208333333,104.625,159.125,105.166666667,155.958333333,105.208333333,153.583333333,105.333333333,155.875,101.541666667,158.708333333,101.208333333,161.5,101.083333333,161.708333333,101.625,158.833333333,101.958333333,155.833333333,102.125,0.0
12,133.390243902,89.3170731707,134.609756098,96.5365853659,136.292682927,103.146341463,138.268292683,109.512195122,141.682926829,114.707317073,147.390243902,118.512195122,152.707317073,120.512195122,156.975609756,121.829268293,163.195121951,121.853658537,169.512195122,120.634146341,173.731707317,118.682926829,178.902439024,115.829268293,184.048780488,111.170731707,186.585365854,104.926829268,187.317073171,98.2195121951,187.804878049,91.2926829268,187.487804878,83.8536585366,137.731707317,73.6341463415,140.243902439,70.1707317073,143.609756098,68.1707317073,148.0,67.8048780488,151.829268293,68.8536585366,164.292682927,67.3170731707,167.975609756,65.487804878,172.609756098,65.1463414634,176.56097561,66.6097560976,179.902439024,69.6341463415,158.731707317,74.7804878049,158.926829268,78.4390243902,159.292682927,81.7804878049,159.682926829,86.6585365854,155.585365854,92.7317073171,157.634146341,91.9756097561,160.146341463,92.0,162.585365854,91.4146341463,165.048780488,91.6829268293,142.853658537,79.4390243902,144.951219512,77.0243902439,148.731707317,76.1951219512,152.731707317,77.8536585366,149.195121951,79.1707317073,145.682926829,80.0487804878,165.024390244,76.6829268293,168.658536585,74.1463414634,172.707317073,74.2195121951,175.414634146,76.0243902439,172.731707317,77.2195121951,168.902439024,77.1219512195,150.829268293,103.487804878,154.804878049,99.6829268293,157.804878049,97.7317073171,160.634146341,97.756097561,163.390243902,97.0487804878,166.975609756,98.6097560976,171.804878049,101.341463415,167.170731707,103.487804878,164.56097561,103.951219512,161.268292683,104.317073171,158.0,104.487804878,155.56097561,104.634146341,157.902439024,100.853658537,160.975609756,100.731707317,164.073170732,100.512195122,164.097560976,100.902439024,161.048780488,101.195121951,157.87804878,101.512195122,-1.0
12,131.776315789,89.9342105263,132.921052632,97.4736842105,134.421052632,104.342105263,136.342105263,110.986842105,139.578947368,116.802631579,145.315789474,121.065789474,150.605263158,123.355263158,154.894736842,124.894736842,161.368421053,125.013157895,167.789473684,123.855263158,172.223684211,121.605263158,177.697368421,118.447368421,183.223684211,113.407894737,186.013157895,106.631578947,186.881578947,99.6184210526,187.328947368,92.4868421053,187.315789474,84.7105263158,136.078947368,74.5657894737,138.565789474,71.3026315789,141.842105263,69.5526315789,146.223684211,69.1447368421,150.171052632,70.2894736842,162.815789474,68.9078947368,166.684210526,67.0263157895,171.421052632,66.6052631579,175.486842105,67.8947368421,178.815789474,70.8552631579,157.026315789,76.6447368421,157.197368421,80.5,157.328947368,84.2105263158,157.697368421,89.1973684211,153.789473684,94.9868421053,155.842105263,94.3026315789,158.315789474,94.4078947368,160.815789474,93.9342105263,163.210526316,94.1315789474,141.157894737,80.6973684211,143.197368421,78.4473684211,147.131578947,77.5789473684,151.118421053,79.1973684211,147.565789474,80.7236842105,143.907894737,81.5263157895,163.815789474,78.2236842105,167.355263158,75.6315789474,171.5,75.75,174.407894737,77.6052631579,171.539473684,78.9342105263,167.605263158,78.8157894737,149.223684211,106.276315789,153.0,102.565789474,155.960526316,100.473684211,158.723684211,100.671052632,161.513157895,99.9868421053,164.947368421,101.539473684,169.881578947,104.302631579,165.131578947,106.434210526,162.578947368,106.907894737,159.289473684,107.381578947,156.184210526,107.473684211,153.684210526,107.473684211,156.25,103.842105263,159.092105263,103.657894737,162.026315789,103.368421053,162.065789474,103.776315789,159.118421053,104.105263158,156.236842105,104.315789474,1.0
12,132.468085106,90.1914893617,133.680851064,97.7659574468,135.468085106,104.808510638,137.553191489,111.723404255,141.319148936,117.936170213,147.404255319,122.531914894,153.127659574,125.191489362,157.680851064,126.914893617,164.276595745,127.063829787,170.70212766,125.808510638,174.829787234,123.489361702,179.85106383,119.957446809,184.787234043,114.638297872,187.063829787,107.914893617,187.659574468,100.680851064,188.0,93.5106382979,187.85106383,85.6170212766,138.425531915,76.0,141.106382979,73.0425531915,144.70212766,71.3829787234,149.191489362,71.1489361702,153.106382979,72.2765957447,165.787234043,71.085106383,169.468085106,69.2127659574,173.914893617,68.7659574468,177.723404255,69.914893617,180.787234043,72.4893617021,160.255319149,78.8085106383,160.70212766,82.7659574468,161.106382979,86.7021276596,161.638297872,91.7659574468,156.872340426,97.2127659574,159.234042553,96.7021276596,161.680851064,96.8510638298,164.255319149,96.1063829787,166.425531915,96.4042553191,143.553191489,82.1276595745,145.765957447,79.8510638298,149.765957447,79.1276595745,153.70212766,80.7659574468,150.212765957,82.2765957447,146.446808511,83.0638297872,166.212765957,79.829787234,169.957446809,77.4042553191,174.042553191,77.5531914894,176.638297872,79.3617021277,174.085106383,80.7021276596,170.14893617,80.6170212766,151.957446809,108.29787234,156.255319149,104.957446809,159.425531915,102.893617021,162.319148936,103.191489362,164.914893617,102.510638298,168.404255319,103.808510638,172.936170213,106.404255319,168.510638298,108.765957447,165.893617021,109.361702128,162.765957447,109.723404255,159.574468085,109.808510638,157.0,109.744680851,159.425531915,106.212765957,162.446808511,105.978723404,165.425531915,105.723404255,165.468085106,106.191489362,162.468085106,106.531914894,159.361702128,106.595744681,0.0
12,133.333333333,90.6527777778,134.763888889,98.25,136.75,104.930555556,138.930555556,111.638888889,142.847222222,117.513888889,149.069444444,121.652777778,154.875,123.930555556,159.458333333,125.444444444,165.944444444,125.444444444,172.277777778,124.055555556,176.361111111,121.555555556,181.166666667,118.097222222,185.958333333,112.902777778,188.055555556,106.208333333,188.486111111,99.25,188.625,92.0833333333,188.097222222,84.4027777778,138.625,75.375,141.263888889,72.1388888889,144.583333333,70.2222222222,149.069444444,69.8333333333,153.013888889,70.8472222222,165.555555556,69.2083333333,169.222222222,67.1944444444,173.666666667,66.6805555556,177.458333333,67.7916666667,180.666666667,70.5555555556,160.305555556,77.4583333333,160.902777778,81.3194444444,161.430555556,85.1527777778,162.041666667,90.1666666667,157.666666667,95.9583333333,159.861111111,95.3333333333,162.430555556,95.3194444444,164.791666667,94.6666666667,166.986111111,94.8472222222,143.833333333,81.6666666667,145.972222222,79.3333333333,150.0,78.4027777778,154.0,79.9861111111,150.541666667,81.6805555556,146.722222222,82.5833333333,166.263888889,78.6388888889,169.930555556,76.0972222222,174.041666667,76.0138888889,176.819444444,77.9305555556,174.152777778,79.3472222222,170.180555556,79.3611111111,153.388888889,107.444444444,157.361111111,103.638888889,160.347222222,101.416666667,163.152777778,101.555555556,165.736111111,100.888888889,169.222222222,102.388888889,173.694444444,105.069444444,169.569444444,107.513888889,167.166666667,108.333333333,163.958333333,108.847222222,160.791666667,108.958333333,158.152777778,108.819444444,160.597222222,104.875,163.416666667,104.486111111,166.319444444,104.263888889,166.430555556,105.125,163.541666667,105.652777778,160.625,105.736111111,1.0
12,134.683333333,90.8583333333,135.958333333,98.4166666667,137.683333333,105.291666667,139.741666667,112.125,143.291666667,118.1,149.25,122.55,154.783333333,125.05,159.325,126.691666667,165.758333333,126.75,172.283333333,125.358333333,176.616666667,122.883333333,181.866666667,119.45,187.175,114.158333333,189.7,107.083333333,190.4,100.0,190.658333333,92.775,190.366666667,84.9583333333,139.275,76.3166666667,141.891666667,73.25,145.141666667,71.325,149.658333333,71.0083333333,153.658333333,72.075,166.416666667,70.6,170.133333333,68.6333333333,174.775,67.975,178.816666667,69.1,182.2,71.875,160.7,78.3166666667,161.025,82.3083333333,161.275,86.1333333333,161.858333333,91.1583333333,157.683333333,96.7833333333,159.808333333,96.2333333333,162.391666667,96.3166666667,164.833333333,95.5833333333,167.175,95.775,144.491666667,82.3583333333,146.633333333,79.9583333333,150.616666667,79.1833333333,154.6,80.7083333333,150.933333333,82.325,147.366666667,83.125,167.266666667,79.4416666667,170.883333333,76.9416666667,175.083333333,76.975,177.883333333,78.7916666667,175.125,80.0583333333,171.175,80.1,153.233333333,108.091666667,157.125,104.433333333,160.1,102.366666667,162.916666667,102.575,165.733333333,101.825,169.191666667,103.316666667,174.041666667,105.85,169.491666667,108.166666667,166.85,108.9,163.6,109.308333333,160.425,109.483333333,157.958333333,109.408333333,160.358333333,105.725,163.308333333,105.433333333,166.291666667,105.125,166.358333333,105.758333333,163.341666667,106.133333333,160.366666667,106.266666667,-1.0
13,155.180327869,119.344262295,155.885245902,138.459016393,157.836065574,155.803278689,160.163934426,173.704918033,165.344262295,192.262295082,176.950819672,206.655737705,188.524590164,216.049180328,198.344262295,221.639344262,213.803278689,224.016393443,230.016393443,221.655737705,242.016393443,215.704918033,256.606557377,206.442622951,272.426229508,192.327868852,281.032786885,175.032786885,284.918032787,157.114754098,287.868852459,139.475409836,289.442622951,120.032786885,164.31147541,98.2950819672,170.327868852,93.7704918033,178.180327869,91.1147540984,188.229508197,91.9672131148,197.081967213,95.1639344262,227.852459016,95.1803278689,237.032786885,91.4918032787,248.68852459,90.9180327869,258.344262295,93.131147541,266.704918033,97.7540983607,211.967213115,110.868852459,210.852459016,121.918032787,209.573770492,132.590163934,209.31147541,144.885245902,197.967213115,153.213114754,204.37704918,152.868852459,210.901639344,154.147540984,218.016393443,152.950819672,225.93442623,153.295081967,175.278688525,111.704918033,180.0,107.983606557,189.262295082,107.262295082,198.573770492,111.573770492,189.639344262,114.295081967,180.918032787,114.770491803,229.950819672,111.950819672,238.967213115,107.344262295,248.93442623,108.31147541,255.786885246,111.901639344,248.213114754,115.032786885,238.754098361,114.606557377,183.918032787,174.573770492,194.508196721,169.327868852,202.950819672,166.737704918,210.803278689,168.081967213,219.147540984,167.098360656,229.393442623,169.37704918,243.819672131,174.639344262,229.770491803,183.180327869,221.459016393,185.885245902,211.426229508,186.524590164,201.918032787,185.475409836,195.180327869,182.836065574,202.196721311,173.573770492,211.62295082,174.327868852,221.868852459,173.868852459,222.327868852,177.081967213,211.770491803,178.180327869,202.06557377,177.032786885,1.0
13,151.155963303,121.357798165,152.963302752,139.247706422,155.899082569,155.697247706,159.091743119,172.541284404,165.779816514,189.376146789,178.532110092,202.743119266,191.23853211,211.816513761,201.486238532,216.944954128,217.19266055,218.71559633,233.0,215.743119266,243.990825688,209.568807339,257.403669725,199.926605505,270.743119266,186.211009174,277.128440367,169.366972477,279.816513761,152.275229358,282.064220183,135.422018349,282.844036697,116.935779817,163.385321101,95.9724770642,169.724770642,90.3577981651,177.633027523,86.9816513761,187.889908257,87.0550458716,196.743119266,89.7247706422,226.697247706,88.6330275229,235.642201835,84.8073394495,246.669724771,84.1009174312,255.944954128,86.5963302752,263.633027523,91.7431192661,212.28440367,103.935779817,212.174311927,113.642201835,212.018348624,123.110091743,212.229357798,134.862385321,200.577981651,145.04587156,206.697247706,144.091743119,213.018348624,144.990825688,219.577981651,143.669724771,226.036697248,144.266055046,174.651376147,108.743119266,179.577981651,104.568807339,188.633027523,103.28440367,197.688073394,106.990825688,189.23853211,110.082568807,180.633027523,111.119266055,228.385321101,106.137614679,237.220183486,101.651376147,246.963302752,102.28440367,253.504587156,105.990825688,246.568807339,108.76146789,237.275229358,108.440366972,186.293577982,168.76146789,196.908256881,161.422018349,205.449541284,157.623853211,213.348623853,158.431192661,221.339449541,157.128440367,230.944954128,160.201834862,243.926605505,166.660550459,231.440366972,174.853211009,224.082568807,177.293577982,214.431192661,178.28440367,205.036697248,177.779816514,198.146788991,175.678899083,204.669724771,165.403669725,213.889908257,165.128440367,223.76146789,164.899082569,224.348623853,169.119266055,214.211009174,170.47706422,204.532110092,169.889908257,0.0
13,119.225108225,106.285714286,121.194805195,122.242424242,124.199134199,136.744588745,127.670995671,151.372294372,133.54978355,166.138528139,144.489177489,176.948051948,154.787878788,183.623376623,196.038961039,226.913419913,211.744588745,227.80952381,228.0,223.861471861,239.961038961,217.073593074,254.649350649,206.653679654,270.852813853,191.367965368,280.077922078,172.662337662,282.662337662,154.229437229,283.991341991,135.96969697,283.761904762,116.038961039,149.398268398,105.380952381,154.653679654,99.6277056277,162.086580087,96.0173160173,172.19047619,95.8051948052,181.575757576,98.1082251082,213.086580087,94.8658008658,222.441558442,90.1471861472,234.562770563,88.1298701299,245.064935065,89.6363636364,254.887445887,93.9090909091,197.930735931,112.645021645,197.229437229,123.83982684,196.437229437,134.688311688,197.220779221,147.19047619,188.008658009,157.069264069,194.012987013,156.086580087,200.787878788,156.757575758,208.121212121,154.692640693,216.939393939,154.147186147,161.883116883,117.887445887,166.004329004,113.489177489,175.251082251,111.696969697,185.337662338,115.103896104,176.251082251,118.640692641,167.727272727,120.03030303,217.865800866,112.095238095,226.406926407,106.454545455,236.744588745,106.363636364,244.532467532,109.424242424,236.692640693,112.987012987,226.883116883,113.558441558,176.480519481,179.705627706,186.038961039,172.978354978,193.978354978,169.58008658,202.155844156,170.116883117,210.640692641,168.082251082,221.727272727,169.333333333,238.103896104,173.311688312,223.844155844,183.744588745,214.978354978,187.29004329,204.627705628,189.008658009,194.852813853,189.034632035,188.0995671,187.034632035,194.242424242,176.792207792,203.83982684,176.497835498,214.562770563,174.948051948,215.411255411,178.376623377,204.333333333,180.627705628,194.437229437,180.480519481,0.0
13,107.960264901,92.2185430464,109.185430464,106.847682119,111.152317881,120.238410596,113.390728477,133.668874172,117.78807947,147.867549669,126.397350993,158.225165563,134.629139073,164.715231788,193.417218543,231.456953642,208.033112583,233.0,223.821192053,230.218543046,235.874172185,224.370860927,250.78807947,215.059602649,268.046357616,200.708609272,278.682119205,181.947019868,282.390728477,163.185430464,284.860927152,144.370860927,286.086092715,123.847682119,154.708609272,105.748344371,159.894039735,100.953642384,167.152317881,97.8675496689,176.695364238,98.3443708609,185.695364238,101.158940397,216.589403974,99.821192053,225.867549669,95.6291390728,237.860927152,94.4834437086,248.17218543,96.4503311258,257.735099338,100.82781457,200.781456954,116.814569536,199.139072848,128.556291391,197.516556291,140.145695364,197.582781457,152.960264901,188.622516556,161.927152318,194.649006623,161.483443709,201.152317881,162.529801325,208.562913907,160.960264901,217.82781457,160.708609272,165.927152318,118.874172185,169.966887417,114.907284768,179.205298013,113.774834437,189.01986755,117.947019868,179.867549669,120.894039735,171.238410596,121.708609272,220.887417219,116.867549669,229.483443709,111.57615894,239.728476821,112.092715232,247.450331126,115.543046358,239.410596026,118.874172185,229.536423841,118.841059603,176.397350993,183.470198675,185.966887417,177.761589404,193.887417219,175.271523179,201.841059603,176.364238411,210.205298013,174.794701987,221.38410596,176.271523179,237.781456954,180.582781457,222.735099338,190.258278146,213.589403974,193.38410596,203.298013245,194.443708609,193.662251656,193.947019868,187.139072848,191.529801325,193.741721854,182.152317881,203.245033113,182.516556291,213.98013245,181.503311258,214.529801325,184.536423841,203.40397351,186.105960265,193.708609272,185.357615894,0.0
13,127.823529412,101.529411765,128.794117647,116.617647059,130.823529412,130.294117647,133.088235294,144.147058824,137.588235294,157.617647059,146.823529412,168.147058824,156.5,175.323529412,199.441176471,218.088235294,214.617647059,219.5,230.676470588,216.235294118,242.617647059,209.970588235,257.411764706,200.117647059,273.588235294,186.382352941,282.794117647,169.970588235,286.323529412,152.676470588,288.735294118,135.294117647,289.676470588,116.294117647,161.911764706,97.5,166.852941176,91.7058823529,173.676470588,88.1764705882,182.852941176,88.0588235294,191.470588235,90.5588235294,221.205882353,88.5882352941,230.176470588,84.6470588235,241.823529412,83.5294117647,251.794117647,85.7352941176,260.941176471,90.7058823529,206.058823529,104.735294118,204.5,114.705882353,203.0,124.676470588,203.0,136.735294118,195.058823529,147.470588235,200.235294118,146.294117647,206.470588235,147.088235294,213.205882353,145.441176471,221.294117647,145.882352941,172.852941176,109.911764706,176.617647059,105.558823529,185.470588235,103.911764706,194.823529412,107.764705882,186.235294118,110.764705882,178.0,112.088235294,225.352941176,106.205882353,233.588235294,101.058823529,243.470588235,101.5,251.117647059,105.264705882,243.264705882,108.147058824,233.882352941,108.147058824,183.911764706,170.941176471,192.205882353,163.647058824,199.441176471,159.970588235,206.647058824,160.647058824,214.588235294,159.117647059,224.911764706,161.794117647,239.764705882,167.352941176,225.882352941,175.5,217.852941176,177.794117647,208.411764706,179.029411765,199.647058824,178.676470588,194.0,177.205882353,200.117647059,167.617647059,208.411764706,167.323529412,217.911764706,166.705882353,218.5,169.558823529,208.705882353,170.852941176,200.176470588,170.529411765,0.0
13,78.1142857143,60.5714285714,78.4285714286,70.6,79.2571428571,79.9428571429,80.1714285714,89.3428571429,82.4857142857,99.5428571429,87.9428571429,107.457142857,93.4571428571,112.685714286,185.6,228.828571429,200.257142857,231.6,216.457142857,229.428571429,229.171428571,224.2,244.942857143,215.514285714,263.428571429,202.057142857,276.114285714,184.542857143,281.085714286,166.028571429,284.857142857,147.514285714,287.485714286,126.857142857,156.628571429,100.8,161.571428571,95.6571428571,168.628571429,92.9714285714,177.8,93.8285714286,186.228571429,97.0857142857,216.6,97.3714285714,226.028571429,93.6857142857,238.257142857,93.3142857143,248.628571429,95.9142857143,258.171428571,101.228571429,199.714285714,114.285714286,196.857142857,125.885714286,193.942857143,137.542857143,193.285714286,150.257142857,184.542857143,158.8,190.6,158.542857143,197.0,159.942857143,204.628571429,158.857142857,214.514285714,159.314285714,166.742857143,114.628571429,170.485714286,110.771428571,179.685714286,110.085714286,189.142857143,115.085714286,179.828571429,117.542857143,171.371428571,117.8,220.571428571,115.742857143,229.428571429,110.828571429,239.6,111.857142857,247.342857143,115.857142857,238.8,118.714285714,229.0,118.171428571,170.8,179.4,180.514285714,173.514285714,188.6,171.4,196.857142857,172.857142857,205.971428571,171.8,218.085714286,174.085714286,235.657142857,179.942857143,219.171428571,189.971428571,208.828571429,193.371428571,197.2,194.285714286,187.057142857,192.857142857,180.885714286,189.2,187.914285714,178.628571429,198.142857143,179.428571429,210.542857143,179.171428571,211.228571429,184.2,198.257142857,185.371428571,187.828571429,183.8,0.0
13,145.945783133,115.86746988,147.36746988,133.963855422,150.084337349,150.379518072,153.168674699,167.271084337,159.698795181,184.439759036,172.560240964,197.903614458,185.054216867,206.807228916,199.795180723,217.385542169,215.361445783,219.445783133,231.277108434,216.879518072,242.325301205,211.198795181,255.897590361,201.957831325,269.578313253,188.295180723,276.63253012,171.271084337,279.765060241,153.789156627,282.277108434,136.590361446,283.463855422,117.584337349,163.445783133,94.6204819277,170.222891566,89.1445783133,178.373493976,86.0301204819,188.873493976,86.3915662651,197.777108434,89.5,228.427710843,88.9879518072,237.481927711,85.313253012,248.602409639,84.7168674699,257.722891566,87.3253012048,265.295180723,92.656626506,213.36746988,105.060240964,213.042168675,115.36746988,212.740963855,125.313253012,212.78313253,137.34939759,199.909638554,146.415662651,206.554216867,145.84939759,213.174698795,146.963855422,220.018072289,145.704819277,227.156626506,146.271084337,174.518072289,108.138554217,179.831325301,104.114457831,189.06626506,103.222891566,198.096385542,107.265060241,189.457831325,110.072289157,180.65060241,110.831325301,229.536144578,107.048192771,238.560240964,102.608433735,248.445783133,103.439759036,255.0,107.144578313,247.861445783,110.054216867,238.512048193,109.704819277,184.512048193,168.602409639,196.108433735,161.825301205,205.114457831,158.656626506,213.253012048,159.698795181,221.63253012,158.65060241,231.56626506,161.530120482,244.909638554,167.746987952,231.825301205,176.415662651,223.975903614,179.072289157,213.855421687,179.93373494,204.012048193,179.13253012,196.795180723,176.451807229,203.78313253,166.174698795,213.65060241,166.355421687,224.060240964,166.180722892,224.554216867,170.560240964,213.825301205,171.71686747,203.475903614,170.819277108,0.0
13,149.881118881,118.272727273,150.881118881,138.076923077,153.167832168,156.125874126,155.895104895,174.636363636,161.972027972,194.0,175.055944056,208.93006993,187.713286713,218.272727273,198.090909091,223.762237762,213.741258741,226.237762238,229.972027972,224.216783217,241.433566434,218.832167832,255.538461538,209.825174825,270.461538462,195.643356643,278.251748252,177.391608392,281.818181818,158.93006993,284.811188811,140.804195804,286.426573427,120.706293706,163.328671329,97.4335664336,170.258741259,93.006993007,178.797202797,90.5314685315,189.524475524,91.5874125874,198.699300699,94.965034965,229.86013986,95.2727272727,239.272727273,91.8531468531,250.678321678,91.2517482517,260.097902098,93.7272727273,267.965034965,98.5524475524,214.160839161,111.902097902,213.587412587,123.384615385,212.944055944,134.573426573,212.692307692,147.160839161,199.0,154.958041958,206.181818182,154.937062937,213.041958042,156.377622378,220.181818182,155.167832168,227.839160839,155.559440559,174.503496503,111.594405594,179.972027972,108.076923077,189.615384615,107.51048951,198.776223776,112.020979021,189.79020979,114.769230769,180.685314685,115.013986014,230.846153846,112.783216783,240.195804196,108.223776224,250.202797203,109.286713287,256.832167832,112.909090909,249.51048951,116.216783217,239.951048951,115.727272727,182.958041958,175.818181818,195.272727273,170.916083916,204.594405594,168.832167832,212.776223776,170.426573427,221.188811189,169.391608392,231.482517483,171.51048951,245.566433566,176.636363636,231.566433566,185.328671329,223.104895105,187.839160839,212.93006993,188.293706294,203.041958042,187.230769231,195.573426573,184.447552448,202.958041958,175.608391608,213.027972028,176.475524476,223.615384615,176.083916084,223.923076923,178.993006993,213.034965035,179.881118881,202.629370629,178.65034965,-1.0
14,149.0,98.0,148.333333333,118.0,149.333333333,137.0,151.333333333,155.666666667,158.333333333,174.333333333,172.666666667,191.666666667,185.666666667,203.333333333,197.333333333,211.0,212.666666667,215.333333333,228.333333333,213.666666667,239.333333333,208.0,251.333333333,199.333333333,264.666666667,185.0,272.333333333,169.666666667,277.666666667,151.666666667,282.333333333,134.0,285.333333333,114.0,174.0,79.0,183.0,74.6666666667,192.333333333,73.6666666667,204.0,76.6666666667,213.0,81.6666666667,245.0,85.3333333333,255.0,82.3333333333,265.333333333,82.0,273.0,85.0,278.333333333,90.6666666667,228.333333333,104.333333333,228.0,116.666666667,227.666666667,129.0,226.333333333,142.0,209.0,146.333333333,216.666666667,147.666666667,223.333333333,150.0,229.333333333,149.333333333,235.0,149.0,183.333333333,97.0,190.333333333,94.6666666667,201.333333333,95.3333333333,209.333333333,101.0,200.333333333,103.0,190.333333333,102.333333333,241.0,104.666666667,251.0,101.333333333,261.0,103.0,266.0,107.0,259.333333333,110.666666667,250.0,109.333333333,192.0,165.0,205.666666667,162.666666667,214.333333333,161.333333333,221.0,163.333333333,228.0,163.0,235.0,166.0,244.333333333,170.333333333,233.0,176.666666667,227.333333333,177.666666667,219.0,177.333333333,211.0,176.0,204.0,173.333333333,212.666666667,167.333333333,220.0,169.0,227.333333333,169.333333333,227.333333333,169.333333333,220.0,169.333333333,212.666666667,167.666666667,0.0
14,147.688888889,106.444444444,147.622222222,126.777777778,149.355555556,145.311111111,151.955555556,164.266666667,158.733333333,183.844444444,172.755555556,200.911111111,185.511111111,212.8,196.888888889,220.044444444,212.977777778,224.288888889,229.822222222,221.844444444,240.844444444,215.266666667,253.444444444,204.844444444,266.844444444,189.622222222,274.711111111,174.111111111,279.466666667,155.844444444,283.688888889,137.866666667,286.466666667,117.822222222,168.155555556,84.2222222222,176.177777778,78.7111111111,186.0,76.9555555556,198.066666667,79.6222222222,207.6,84.8222222222,240.266666667,87.5111111111,250.133333333,83.9333333333,261.377777778,83.3111111111,270.2,86.0666666667,276.222222222,92.4888888889,223.422222222,109.622222222,223.022222222,122.444444444,222.511111111,134.666666667,221.488888889,147.6,205.355555556,152.6,213.066666667,153.933333333,219.733333333,155.866666667,226.177777778,154.777777778,232.377777778,154.555555556,179.222222222,104.688888889,185.911111111,101.777777778,196.511111111,102.377777778,205.422222222,107.444444444,196.377777778,110.555555556,186.044444444,110.0,237.488888889,110.177777778,247.511111111,106.688888889,257.8,107.911111111,263.466666667,111.688888889,256.488888889,115.933333333,246.844444444,114.822222222,188.666666667,173.2,201.488888889,169.155555556,210.444444444,166.6,218.333333333,168.488888889,226.177777778,168.088888889,233.977777778,171.844444444,244.422222222,177.066666667,232.644444444,185.533333333,226.088888889,188.844444444,216.355555556,189.422222222,207.022222222,187.555555556,200.2,183.266666667,209.0,173.355555556,217.444444444,174.666666667,226.066666667,174.888888889,226.111111111,179.0,217.133333333,179.977777778,208.133333333,177.688888889,0.0
