video no,0,1,2,3,4,5,6,polarity
3,0.127906976744,-0.245268643411,0.040800375969,139.984496124,-21.2882503876,-0.00013125369845,0.225951999225,-1.0
3,0.455475946776,-0.265669915046,0.0951012940737,134.911975435,-19.6221409417,8.6933008086e-05,0.233850326919,-1.0
3,0.651846269781,-0.24320342954,0.111390674604,132.810097965,-16.3059460437,-1.21719732479e-05,0.149676505652,-1.0
3,0.480132450331,-0.241793764901,0.0964036721854,145.023178808,-17.0039235099,-3.87819503311e-05,0.186553533113,-1.0
4,0.541666666667,-0.332321770833,0.167350416667,189.760416667,-36.5334895833,-0.00273472914583,0.127210128021,-1.0
4,0.482926829268,-0.308211517073,0.14916857561,209.614634146,-39.487804878,0.00085263004878,0.111575764683,-1.0
4,0.263636363636,-0.286830522727,0.0761191772727,249.634090909,-48.1445840909,-0.000138203075,0.266564926545,-1.0
4,0.350553505535,-0.314615238007,0.134424415498,239.808118081,-40.4830295203,-0.000142094820418,0.192744263456,-1.0
4,0.377510040161,-0.319187393574,0.12749753012,246.75502008,-43.4241726908,0.000183937767068,0.226903046888,-1.0
4,0.481927710843,-0.303225909639,0.12984703012,230.777108434,-39.2731656627,0.000418747246988,0.15556299262,0.0
4,0.431402439024,-0.369011051829,0.190127535061,218.711890244,-33.990820122,-7.02817713415e-05,0.126964357027,1.0
4,0.43758043758,-0.299187797297,0.136249869627,251.24967825,-39.2672908623,0.000121114142471,0.177800151377,1.0
5,0.579545454545,-0.308257727273,0.210779378788,201.757575758,-33.3580530303,0.000395303397727,0.0727600138258,0.0
5,0.514866979656,-0.346977641628,0.284480928013,180.428794992,-34.6512989045,-0.000128289461346,0.124200976651,0.0
5,0.52641509434,-0.35582959434,0.282488188679,176.413207547,-35.0013641509,-9.42382075472e-07,0.122077811163,0.0
5,0.713253012048,-0.315805060241,0.279687487952,191.337349398,-31.4213301205,9.05518361446e-05,0.111881785205,1.0
6,0.784916201117,-0.180896173268,0.0881953857542,163.684357542,-34.9392877095,4.13275086592e-05,0.0897378552933,0.0
6,0.749299719888,-0.18926793916,0.0757569369748,135.054621849,-37.9228865546,-0.000206527370308,0.0874006451877,-1.0
6,0.620920502092,-0.188185119582,0.085416652887,142.614225941,-37.2416041841,0.000140395534393,0.107263219823,-1.0
6,0.602836879433,-0.217851171986,0.0882424716312,128.929078014,-42.9169574468,-0.000143586237589,0.0753036930496,-1.0
6,0.695388349515,-0.199665532269,0.0973989043689,156.94538835,-38.0208252427,-5.9179375e-06,0.089633044497,1.0
7,0.323129251701,-0.32198497619,0.196630778912,299.482993197,-29.1684119048,0.000250583098639,0.255747969388,-1.0
7,0.492610837438,-0.294022167488,0.136326572414,267.487684729,-26.6139295567,-0.00034877591133,0.133866470936,-1.0
7,0.755102040816,-0.268025990724,0.173390220594,267.391465677,-23.0645541744,7.92060278293e-05,0.122458766605,0.0
7,0.752997601918,-0.242061266187,0.143930323261,312.20383693,-24.4047208633,-1.37180047962e-05,0.110929776259,0.0
7,0.547408343869,-0.274491073325,0.154886126422,299.048040455,-25.4688719343,4.99380960556e-05,0.157396600759,-1.0
7,0.792899408284,-0.258993609467,0.196942153846,310.529585799,-23.3476547337,0.000128779014793,0.107186860148,-1.0
7,0.723830734967,-0.229283016704,0.184025978396,331.311804009,-21.8190416481,-3.31237928731e-05,0.119216571938,1.0
8,0.662045060659,-0.252334154298,0.170650090121,227.975736568,-46.3007140381,-0.000101422745234,0.107700674244,1.0
8,0.626582278481,-0.249764504641,0.150120044163,215.895218003,-45.0232637131,6.7080059775e-06,0.0807359587194,1.0
8,0.669776119403,-0.256898767164,0.157959216418,210.442164179,-46.1684757463,-7.55737313433e-07,0.087657906847,1.0
8,0.688841201717,-0.305060587554,0.190354420601,223.809012876,-46.1224678112,-0.000123102004292,0.110408803755,1.0
9,0.450867052023,-0.218806918196,0.0958843470376,212.164017341,-40.4614631503,-5.75173186416e-05,0.160985306618,-1.0
9,0.454545454545,-0.183738805865,0.0892136445748,221.060117302,-38.2943240469,4.72133695015e-05,0.131116650195,0.0
9,0.484318766067,-0.201575764586,0.0949832319794,212.546015424,-36.7594046272,1.94678380483e-05,0.142783879342,-1.0
10,0.471649484536,-0.278683314433,0.18435456701,210.533505155,-41.8180103093,0.000260579339433,0.195325326289,0.0
10,0.643540669856,-0.240897124402,0.147783351675,211.16507177,-37.7140598086,-6.59328086124e-05,0.139555253589,0.0
10,0.621212121212,-0.273307734848,0.153470727273,203.606060606,-38.7036212121,0.000138956075758,0.103220675758,0.0
10,0.552915766739,-0.276894289417,0.167463138229,211.518358531,-39.2427429806,-2.02036349892e-05,0.151947545788,1.0
10,0.664556962025,-0.261664221519,0.201483974684,204.537974684,-39.4399493671,0.000102931707342,0.150256772785,0.0
10,0.713114754098,-0.27188795082,0.20162852459,201.836065574,-40.9708688525,-0.000657283688525,0.218714236066,1.0
10,0.676470588235,-0.265998715471,0.191158452941,207.278431373,-37.5932490196,-2.80933176471e-05,0.131975251765,1.0
10,0.7539543058,-0.264105629174,0.173281815817,204.845342707,-37.8746309315,0.000148120383128,0.143545745167,1.0
10,0.714285714286,-0.280199285714,0.151020880952,219.523809524,-40.8657857143,3.55980952381e-05,0.101822240476,0.0
11,0.363636363636,-0.207599494199,0.0970969121212,182.292207792,-40.1014177489,-0.00044865688355,0.0962593677576,-1.0
11,0.461538461538,-0.256271115385,0.110288894505,180.802197802,-39.4243772894,0.000578074443223,0.0862611020147,-1.0
11,0.513888888889,-0.250107313426,0.107630157639,172.684027778,-39.6789178241,-1.45305182407e-05,0.0909971912257,-1.0
11,0.472625698324,-0.259872514318,0.113368092112,175.873184358,-43.1696111732,-1.6747273352e-05,0.114341499534,0.0
11,0.421221864952,-0.267423159807,0.107904711897,177.292604502,-38.6833376206,0.000193340961093,0.0523807541633,1.0
12,0.686567164179,-0.243882645522,0.148826253731,186.253731343,-33.0567537313,0.000212632238806,0.0866718656716,0.0
12,0.513333333333,-0.265215856667,0.12350005,195.416666667,-37.0462133333,0.000205801773333,0.14894985,-1.0
12,0.229249011858,-0.2601663083,0.147370683794,175.438735178,-42.41943083,-0.000309066798419,0.183663499605,-1.0
12,0.43438077634,-0.242987735675,0.102970243993,177.299445471,-37.7310295749,5.48788133087e-05,0.141882217745,-1.0
12,0.730061349693,-0.274765680982,0.153283546012,177.803680982,-32.4418220859,0.000454971208589,0.116278916564,0.0
12,0.531365313653,-0.228329317897,0.134352520295,173.490774908,-34.9200332103,-0.00036097898893,0.0922834372694,-1.0
12,0.540275049116,-0.233504547544,0.123543191159,174.119842829,-35.3717445972,0.000126090524558,0.122589441454,1.0
12,0.651757188498,-0.233055260703,0.122483052396,195.923322684,-32.5994057508,0.000159409680511,0.121439671885,0.0
12,0.524008350731,-0.223507987683,0.113037256785,178.260960334,-35.1139665971,-8.42201398747e-05,0.115112213779,1.0
12,0.57625,-0.218356678093,0.10718166075,171.72,-33.94235125,-2.097498375e-05,0.1217396825,-1.0
13,0.626168224299,-0.328583042056,0.113119543458,130.668224299,-37.1313551402,0.0010790195743,0.078576070243,1.0
13,0.479338842975,-0.314063826446,0.132705615702,136.928374656,-40.1648429752,-0.000705190650138,0.119683465207,0.0
13,0.528497409326,-0.313513965026,0.107303082124,138.10880829,-38.3284002591,0.000270285774611,0.104933859395,0.0
13,0.532673267327,-0.300855136238,0.111874235248,137.883168317,-37.9654376238,-0.000188019009901,0.0923898877366,0.0
13,0.452173913043,-0.329902730435,0.120204826087,135.373913043,-40.604573913,-0.00029181373913,0.0736541008696,0.0
13,0.376068376068,-0.333640410256,0.112460666667,143.538461538,-40.3873589744,-0.000207978179487,0.101265933077,0.0
13,0.634057971014,-0.319888540942,0.112377077899,135.135869565,-36.6559673913,0.000331606686051,0.0673251818841,0.0
13,0.526096033403,-0.309778363257,0.112347793319,130.075156576,-35.5196659708,-0.000212676979123,0.0724502792192,-1.0
14,0.025641025641,-0.361933589744,0.207469128205,224.025641026,-42.1171794872,9.33353846154e-05,0.315669230769,0.0
14,0.541806020067,-0.306489130435,0.203582518395,270.638795987,-31.834916388,0.000192549267559,0.221881489632,0.0
14,0.59612724758,-0.328802406639,0.198522319502,255.363762102,-31.4459986169,-1.15714178423e-05,0.219474724758,1.0
14,0.429763560501,-0.324988929068,0.182569634214,263.974965229,-33.623077886,-8.69850696801e-05,0.246959872045,1.0
14,0.501333333333,-0.33487592,0.206149954667,266.117333333,-33.696544,0.000443995090667,0.269162626133,0.0
14,0.761421319797,-0.314558477157,0.177702426396,264.751269036,-28.1851928934,-0.00047800380203,0.192179824365,0.0
14,0.350453172205,-0.329364048338,0.189045302115,259.86102719,-35.3902749245,0.000158620193353,0.269401616314,1.0
15,0.819672131148,-0.27458,0.126633786885,146.483606557,-31.6866393443,3.53183606557e-05,0.045284192541,1.0
15,0.751322751323,-0.248484761905,0.14250781746,192.515873016,-27.7920396825,-0.000160714962963,0.0671336059524,-1.0
15,0.680769230769,-0.271490230769,0.138630807692,169.215384615,-31.7504038462,0.000354782942308,0.0675810166923,1.0
15,0.599033816425,-0.267387777778,0.136778091787,186.512077295,-32.3466908213,-0.000161411908213,0.0704009,-1.0
15,0.621253405995,-0.263946376022,0.126311490736,168.070844687,-32.4429536785,-0.000173878629428,0.0622729644142,0.0
15,0.581005586592,-0.259320339984,0.126544966241,172.723064645,-31.8316624102,4.47394994413e-05,0.0692143015483,-1.0
15,0.645948945616,-0.267108079911,0.129603109212,175.811320755,-30.7458501665,-7.29006570477e-05,0.0754509752497,-1.0
16,0.597269624573,-0.25939184744,0.135804854266,150.443686007,-41.2248566553,-0.000136291590444,0.12321398256,-1.0
16,0.718604651163,-0.276700048909,0.15664162314,144.411627907,-37.4744,5.9943055814e-05,0.0865425626744,-1.0
16,0.606796116505,-0.236626604117,0.162967786408,130.786407767,-41.6295582524,0.000418712398058,0.129610446117,-1.0
16,0.594512195122,-0.263943253049,0.155240275,161.103658537,-37.6884908537,-0.00025545885061,0.0945790457012,0.0
16,0.647106764466,-0.296635080644,0.176919101059,148.811735941,-39.897396903,-4.88183357783e-05,0.120911557563,-1.0
17,0.546003016591,-0.273431848552,0.0632893098039,140.212669683,-47.0995897436,-0.000327190328356,0.127069886833,-1.0
17,0.824324324324,-0.304734939189,0.0993695,122.243243243,-39.7184256757,0.00173589881081,0.113572731689,-1.0
17,0.700787401575,-0.277875078346,0.0830991889764,134.937007874,-37.5121023622,-0.001106704,0.0507852575354,-1.0
17,0.708737864078,-0.271542899825,0.0781748883495,138.46407767,-38.7896019417,0.000457996432233,0.0637105390175,-1.0
17,0.588942307692,-0.289756905529,0.0611173445433,136.045673077,-47.7588221154,-0.00017460290625,0.142489435937,1.0
18,0.558823529412,-0.366760343137,0.217364254902,250.068627451,-32.0153627451,1.14012058824e-05,0.255414921569,-1.0
18,0.489021956088,-0.33951745509,0.196483206587,262.972055888,-32.0404061876,8.86399283433e-05,0.257234500898,1.0
18,0.563781321185,-0.339008587699,0.191982832574,260.878132118,-30.1425102506,7.86637015945e-06,0.225099028474,1.0
18,0.664302600473,-0.360122104019,0.205215056738,243.595744681,-30.7583971631,-0.000243093808747,0.25479254539,1.0
18,0.591796875,-0.346716132812,0.207521951172,251.80078125,-28.8719492188,-6.67735761719e-05,0.220840003125,1.0
18,0.568,-0.33957792,0.193803090667,244.277333333,-31.2985733333,0.000178790981333,0.217634002667,1.0
19,0.440522875817,-0.261417504314,0.109777669935,190.37254902,-30.2183464052,1.28366462092e-05,0.162928942173,1.0
19,0.488188976378,-0.308669640551,0.160670444882,178.826771654,-31.1706850394,-3.0601707874e-05,0.190817848386,1.0
19,0.578313253012,-0.242943939759,0.160154560241,166.656626506,-30.2701024096,6.64867216867e-06,0.0924434563855,1.0
19,0.410138248848,-0.194609662031,0.0657263529954,182.949308756,-30.0203778802,-1.27339143779e-05,0.140459267138,1.0
19,0.312646370023,-0.239878616042,0.08382005363,189.521077283,-30.7470468384,1.34656565574e-05,0.179740754742,-1.0
19,0.41127348643,-0.283778573069,0.12191865428,183.513569937,-30.9214321503,-7.7785008309e-06,0.177018026367,1.0
19,0.389408099688,-0.271794786916,0.152902733956,174.261682243,-30.3644610592,-2.34976038318e-05,0.151802586978,0.0
21,0.318125770654,-inf,0.225015446363,150.331689273,-inf,inf,0.189739547102,1.0
21,0.171171171171,-0.294920292793,0.156329738739,172.86036036,-40.9357882883,-0.000170948247748,0.172169385135,0.0
21,0.287735849057,-0.299636768868,0.159922698113,152.806603774,-36.4244386792,0.000191007481132,0.170459510118,0.0
21,0.461716937355,-0.321295064965,0.185253232715,148.03712297,-35.6110301624,-8.84992209049e-05,0.151416376195,1.0
21,0.398639455782,-0.319995962857,0.174288806122,153.189115646,-35.1270544218,0.00010488122898,0.140987807918,-1.0
21,0.411306042885,-0.351852194932,0.216575555556,154.894736842,-35.7567933723,-4.87672923977e-05,0.152414689357,1.0
22,0.598130841121,-0.27772842729,0.148555461869,212.857943925,-40.2475700935,0.000253807511402,0.123874849665,0.0
22,0.731884057971,-0.261310104555,0.130812415424,204.939958592,-37.8857049689,-5.58444398551e-05,0.094266586,-1.0
22,0.728333333333,-0.25000038,0.128211506167,213.47,-36.2532866667,4.42651933333e-05,0.0779603171833,1.0
22,0.690765926986,-0.291257223336,0.149304114961,203.366499642,-38.4656499642,6.75420304223e-05,0.106815885061,1.0
23,0.588516746411,-0.198288,0.119505291866,216.722488038,-33.969291866,-9.83360956938e-05,0.106421756603,1.0
23,0.584375,-0.196666559375,0.142095409375,212.425,-34.67340625,3.1007340625e-05,0.0908106549031,-1.0
23,0.559139784946,-0.21460697724,0.164863727957,208.614695341,-35.5203387097,-0.000238208188172,0.11355083724,0.0
23,0.656739811912,-0.194848862853,0.122660221003,205.55799373,-34.3966661442,0.000211229290596,0.119431424154,-1.0
23,0.768253968254,-0.196359681508,0.117689625397,199.625396825,-33.0045206349,-0.000228906019048,0.0991679489762,0.0
23,0.73360107095,-0.208248693414,0.145922539893,221.224899598,-34.2516666667,0.000130478174029,0.10316642917,1.0
23,0.699551569507,-0.224867559043,0.156172263976,215.629297459,-33.4852421525,9.62946949178e-05,0.114857515729,0.0
23,0.727019498607,-0.188080686351,0.130748328691,201.183844011,-33.0787743733,-9.70029554318e-05,0.0975285162953,0.0
24,0.482401656315,-0.331017078882,0.137877179296,144.196687371,-39.690447205,0.000806044325052,0.122275860435,0.0
24,0.462209302326,-0.2950922875,0.100154993023,144.023255814,-39.2012151163,-0.000335635096802,0.0874523309331,0.0
24,0.51269035533,-0.298078597631,0.112426490525,135.172588832,-38.4527258883,0.000171856507614,0.0987978802369,0.0
24,0.315286624204,-0.272566251592,0.0885075585987,139.433121019,-42.3984808917,1.66504012739e-05,0.10279668421,0.0
24,0.440677966102,-0.348840358644,0.121112033898,121.372881356,-30.9754237288,-0.00141843898305,0.0679883144068,1.0
24,0.444444444444,-0.300712507407,0.131585301235,147.327160494,-34.2736481481,0.000328348592593,0.0668843389506,0.0
24,0.486910994764,-0.268626382723,0.102277350785,137.858638743,-40.2600942408,-2.78001989529e-05,0.107833603089,1.0
24,0.406611570248,-0.269143144959,0.0902114826446,139.92892562,-41.5043123967,4.06044198347e-05,0.116837468669,0.0
24,0.375,-0.282492472159,0.0905224778409,149.904829545,-42.1590198864,-0.00016201,0.1098231753,1.0
25,0.701923076923,-0.302111831603,0.151856653846,122.208333333,-34.3672371795,-0.00107186637372,0.0692351523397,1.0
25,0.765625,-0.360496875,0.152498307292,114.364583333,-36.047125,0.000970658322396,0.0518554352083,1.0
25,0.481737413623,-0.298347765054,0.0754186482725,134.446199408,-58.3596347483,3.31583825271e-05,0.220433558885,1.0
25,0.540441176471,-0.349219595588,0.126299463235,128.977941176,-49.9378897059,-0.000749488080882,0.163798544412,1.0
25,0.69730941704,-0.350390681614,0.170039664126,134.865470852,-38.4740695067,0.000412476383408,0.0763850373318,0.0
25,0.385375494071,-0.310205890316,0.101703949209,137.982213439,-54.1236205534,-0.000656373270949,0.177167839368,0.0
25,0.576023391813,-0.307549175146,0.149001113158,148.614035088,-44.4366812865,0.000929667722222,0.111135182544,1.0
26,0.61716937355,-0.0732513910812,0.0791804257541,279.076566125,-38.3872819026,0.000101715725058,0.104609307065,1.0
26,0.61524822695,-0.097616158156,0.0888648728723,285.659574468,-39.480320922,-6.71826991135e-05,0.139875706702,-1.0
26,0.287356321839,-0.0889796298374,0.0518835083744,292.858784893,-44.0802085386,6.01283087028e-06,0.124366758456,-1.0
26,0.556996587031,-0.100780205133,0.0807764617747,280.584982935,-42.5602948805,-2.31039180887e-05,0.149916634423,1.0
27,0.873315363881,-0.297052140162,0.206741905121,187.450134771,-30.3514555256,-0.000131714173585,0.154801726846,0.0
27,0.885673959068,-0.272100795342,0.184909793578,192.733944954,-28.9815292872,3.13490887085e-05,0.126631902047,1.0
27,0.729275970619,-0.294456254984,0.167866164218,197.159496327,-28.9920440714,-5.96324879328e-05,0.140504898111,0.0
27,0.839669421488,-0.282431450248,0.16772227438,195.353719008,-30.0209190083,-2.24944947107e-05,0.0999489956694,1.0
28,0.82183908046,-0.206222344828,0.125106413793,205.402298851,-26.9600517241,0.00022814183908,0.0859944235632,-1.0
28,0.714285714286,-0.203557950739,0.10784740197,236.039408867,-28.7977783251,0.000152073990148,0.0926596585222,-1.0
28,0.662162162162,-0.204196972973,0.124807342342,226.495495495,-32.8088468468,-1.5712027027e-06,0.100951023874,-1.0
28,0.778378378378,-0.204102739189,0.131138467568,222.081081081,-28.0969232432,-0.000174237416216,0.0746337214865,-1.0
28,0.553113553114,-0.213894362637,0.104770163004,250.956043956,-32.217010989,-1.357096337e-05,0.149901784982,-1.0
28,0.630555555556,-0.201307833333,0.140864911111,250.961111111,-31.2554886111,-0.000114632919444,0.124937799444,0.0
28,0.686230248307,-0.181437065463,0.139456997743,262.18510158,-26.2716433409,4.93363431151e-06,0.0974542258465,-1.0
28,0.677966101695,-0.186576588458,0.101154475085,222.342372881,-29.4722154237,-8.80781338983e-05,0.0812583690508,-1.0
28,0.727611940299,-0.223137989179,0.127059556716,223.518656716,-29.9007809701,0.000421730134328,0.0916915641045,-1.0
28,0.7425,-0.20360847825,0.1432292305,249.94,-28.2918325,0.00014560115,0.100118253,-1.0
29,0.799019607843,-inf,0.125431794118,236.715686275,-inf,inf,0.106340452941,-1.0
29,0.694444444444,-0.185317043681,0.125239125,216.930555556,-24.8453888889,-0.00090512125,0.0958847194444,-1.0
29,0.783834586466,-0.192403331767,0.128616068609,233.187969925,-24.876487782,0.000167481223684,0.115959603778,0.0
29,0.757909215956,-0.222967755475,0.126156627235,220.469050894,-27.3680741403,6.19119614856e-05,0.109743377579,-1.0
29,0.740802675585,-0.213753689799,0.138320533779,229.675585284,-27.0474468227,-0.000181748235786,0.125170187525,1.0
29,0.723027375201,-0.206029381643,0.141566111111,236.824476651,-24.8788933977,0.000194216582931,0.111302454622,-1.0
30,0.582352941176,-0.236037267059,0.139876059706,159.038235294,-24.4644029412,2.81463811765e-05,0.0628943171471,1.0
30,0.523336643496,-0.210038456415,0.146099147468,184.394240318,-23.4387229394,-0.000109050317875,0.0970609342205,-1.0
30,0.626953125,-0.266054433594,0.126750573242,147.122070312,-27.9253652344,9.47381943359e-05,0.0986758914941,-1.0
30,0.700118063754,-0.257371371192,0.130489702007,153.60094451,-28.6908441558,-0.000111163857615,0.0670336233176,-1.0
31,0.682180851064,-0.213504615013,0.133237325798,223.9375,-29.7118444149,1.86507367021e-05,0.0624331889096,0.0
31,0.720253164557,-0.201699709171,0.117321236456,222.927848101,-29.1791506329,1.85766639241e-05,0.0717298557975,1.0
31,0.765811965812,-0.209456608496,0.126836312479,227.341880342,-27.6591487179,-3.40263521368e-05,0.0716146461538,1.0
31,0.786384976526,-0.220471558216,0.135383037559,208.791079812,-28.7619037559,-4.45009953052e-05,0.0572192611972,1.0
31,0.751985878199,-0.215231333416,0.120337207502,207.616946161,-30.3320829656,-7.92446690203e-05,0.0481524106072,1.0
32,0.658079625293,-0.297094723653,0.122591690632,137.885245902,-30.4117587822,0.000100349866511,0.154179812084,1.0
32,0.736040609137,-0.319174365482,0.150863903553,134.385786802,-26.6491446701,0.000123030926396,0.137266987513,-1.0
32,0.669603524229,-0.348229339207,0.174958581498,128.528634361,-27.0793828194,-0.000428962777533,0.138451391806,-1.0
32,0.713534822602,-0.324239101183,0.133983599737,137.973718791,-28.1557124836,5.52635013141e-05,0.147508870276,-1.0
32,0.74513618677,-0.327510797665,0.15629765856,144.984435798,-27.4963501946,-2.77902819066e-05,0.14185072856,-1.0
32,0.659451659452,-0.304005772006,0.129320592641,146.727272727,-28.8679265512,9.3639033189e-06,0.178223258196,-1.0
33,0.531564501372,-0.291686208326,0.170925711619,107.402561757,-36.583989021,7.7936721409e-05,0.176801808692,-1.0
33,0.518272425249,-0.28874102093,0.196988113953,105.325581395,-36.3489712071,-0.000172609868328,0.172266915548,-1.0
33,0.466787439614,-0.264957960447,0.140150523732,106.929951691,-37.2027216184,7.51927253019e-05,0.182553906141,-1.0
33,0.418904958678,-0.266933843492,0.126441865702,112.401342975,-36.7218961777,-6.51960469008e-05,0.162656353228,-1.0
33,0.328173374613,-0.256264420433,0.0820543591331,112.452012384,-41.2813405573,0.000293622148607,0.27029659195,-1.0
34,0.660642570281,-0.297229604016,0.152280217671,192.301204819,-30.6343875502,3.19582008032e-05,0.085589756245,-1.0
34,0.680616740088,-0.321827621145,0.167387720264,184.31938326,-29.9209625551,-0.000127857909692,0.0845950747577,-1.0
34,0.623059866962,-0.321156609756,0.164949274501,182.696230599,-32.6685099778,0.000225176363636,0.104005184279,-1.0
34,0.615984405458,-0.309133690643,0.161872833333,192.524366472,-32.3540019493,3.93712087719e-05,0.0854439622612,0.0
34,0.596648044693,-0.312487783128,0.166227177877,188.700558659,-31.7168681564,-6.39779564246e-05,0.0834590213676,1.0
35,0.77380952381,-0.267262096726,0.0975556964286,118.505952381,-21.7473125,-0.000125608875595,0.0889564325893,0.0
35,0.614070351759,-0.259601749749,0.0925949848241,113.811055276,-25.1320241206,6.71805005025e-06,0.100004963819,-1.0
35,0.646391752577,-0.268733798247,0.0953175743299,109.356701031,-23.5971628866,-2.06436092784e-05,0.10076065601,-1.0
35,0.661157024793,-0.235440817355,0.0880000823691,111.096418733,-22.0432209366,0.000253604972452,0.116465129752,1.0
35,0.609977324263,-0.235247696599,0.0910459825397,110.256235828,-23.6654920635,-0.000304119632653,0.106127617483,-1.0
35,0.581699346405,-0.265509723895,0.0849680988235,107.752941176,-24.3648496732,3.53204078431e-05,0.0999337350065,-1.0
36,0.656603773585,-0.295099582642,0.120936671321,161.645283019,-28.3379811321,0.00012577754,0.0848312388302,-1.0
36,0.608606557377,-0.279572055123,0.127784342008,162.610655738,-27.1358954918,-3.08200821721e-05,0.0804249434221,-1.0
36,0.25,-0.224810042857,0.053805975,171.892857143,-37.4328928571,-0.00135843485714,0.139515953357,0.0
36,0.63,-0.27187073,0.1025828155,176.84,-30.154695,0.000901499578,0.098245168,-1.0
36,0.447674418605,-0.290678026802,0.136179576744,169.186046512,-32.4686627907,0.000185196337209,0.115678936047,-1.0
36,0.589830508475,-0.287974011266,0.11574979887,161.088135593,-29.9514983051,-0.000153021383842,0.109583785593,-1.0
36,0.439890710383,-0.293729038251,0.156288880328,183.532786885,-36.1002759563,-0.000200512833333,0.191671626776,-1.0
36,0.631160572337,-0.269654328458,0.150652416534,179.575516693,-28.3430826709,0.000299643161526,0.116212508108,-1.0
36,0.50868878357,-0.288464124803,0.127103064455,180.091627172,-28.8633317536,1.06152006319e-05,0.100275704976,-1.0
37,0.477739726027,-0.285011039384,0.122282280137,203.421232877,-40.3940565068,-7.39039238014e-05,0.192670409589,0.0
37,0.492831541219,-0.283223727599,0.106517411828,199.243727599,-41.4408387097,7.26553763441e-07,0.191853218817,-1.0
37,0.493100275989,-0.29090774057,0.100730736063,201.762649494,-41.1815768169,-5.42935314627e-05,0.22203189218,0.0
37,0.627753303965,-0.291156651982,0.136452092511,191.900881057,-39.0780022026,0.000164976746696,0.152665281938,-1.0
37,0.591865357644,-0.301344914446,0.162111990182,199.669004208,-39.7172678822,6.51847587658e-05,0.20002729439,-1.0
38,0.468,-0.255098612,0.1042321384,186.272,-30.73192,5.705076e-05,0.1181067276,0.0
38,0.485355648536,-0.245872997211,0.129440532775,188.464435146,-30.2041520223,-9.59076708508e-07,0.104020765411,1.0
38,0.512328767123,-0.237018416438,0.126415764932,188.75890411,-30.5325342466,-0.000274839947534,0.133603023288,0.0
38,0.513661202186,-0.258379278689,0.13269489071,178.25136612,-30.9124972678,0.000503900254098,0.0924216306011,0.0
38,0.519607843137,-0.252694816993,0.136237587974,172.528104575,-29.8482843137,-3.01931858824e-05,0.114273586588,1.0
38,0.523195876289,-0.240162293814,0.133968462371,168.706185567,-30.7567216495,-0.000126514061856,0.110797489278,1.0
39,0.648648648649,-0.265990106081,0.197920677365,259.986486486,-32.1919459459,0.000707039361486,0.150808275676,1.0
39,0.767045454545,-0.251618863826,0.181344424242,245.566287879,-29.7416003788,-2.04532397727e-05,0.149804220644,1.0
39,0.707920792079,-0.265234767327,0.170319074257,223.504950495,-30.3503663366,0.000171081226535,0.175859936139,1.0
39,0.78445229682,-0.236119527739,0.197934768551,241.93639576,-27.5491855124,-1.82666448763e-05,0.133825480742,1.0
39,0.854928017719,-0.20442404814,0.180405673311,264.485049834,-27.1497153931,-0.000157266299003,0.154305218937,1.0
39,0.800289435601,-0.213916368741,0.181050293777,258.178002894,-29.2837872648,0.000126153287337,0.153823567873,0.0
40,0.746710526316,-0.3204113625,0.142399912171,113.046052632,-22.8739720395,0.000150081682566,0.0614228286842,0.0
